input_grievance_id,input_category,input_submission_timestamp,input_student_room_no,input_hostel_name,input_floor_number,input_staff_data,input_floor_metrics,input_student_availability,output_assigned_staff_id,output_assignment_timestamp,output_expected_resolution_time
G1235600,cleaning,2023-10-02T08:00:00Z,531,gh1,3,"[{""staff_id"": ""S67909"", ""department"": ""cleaning"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S67910"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67911"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.85}, {""staff_id"": ""S67912"", ""department"": ""cleaning"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 10, ""total_delays"": 0}","[{""student_id"": ""STU600"", ""time_slot"": ""15:00-17:00"", ""availability_status"": ""Unavailable""}]",S67909,2023-10-02T08:01:00Z,2 hours
G1235601,cleaning,2023-10-02T08:15:00Z,331,bh4,1,"[{""staff_id"": ""S67913"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67914"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.95}, {""staff_id"": ""S67915"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 10, ""total_delays"": 1}","[{""student_id"": ""STU601"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU602"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU603"", ""time_slot"": ""8:00-10:00"", ""availability_status"": ""Unavailable""}]",S67914,2023-10-02T08:16:00Z,3 hours
G1235602,electricity,2023-10-02T08:30:00Z,542,bh3,4,"[{""staff_id"": ""S67916"", ""department"": ""electricity"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67917"", ""department"": ""electricity"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67918"", ""department"": ""electricity"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67919"", ""department"": ""electricity"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}]","{""number_of_requests"": 9, ""total_delays"": 0}","[{""student_id"": ""STU604"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU605"", ""time_slot"": ""9:00-11:00"", ""availability_status"": ""Available""}]",S67919,2023-10-02T08:31:00Z,4 hours
G1235603,cleaning,2023-10-02T08:45:00Z,156,bh4,4,"[{""staff_id"": ""S67920"", ""department"": ""cleaning"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67921"", ""department"": ""cleaning"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67922"", ""department"": ""cleaning"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.85}, {""staff_id"": ""S67923"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67924"", ""department"": ""cleaning"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.86}]","{""number_of_requests"": 6, ""total_delays"": 1}","[{""student_id"": ""STU606"", ""time_slot"": ""15:00-17:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU607"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}]",S67921,2023-10-02T08:46:00Z,2 hours
G1235604,electricity,2023-10-02T09:00:00Z,581,bh4,1,"[{""staff_id"": ""S67925"", ""department"": ""electricity"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67926"", ""department"": ""electricity"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S67927"", ""department"": ""electricity"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S67928"", ""department"": ""electricity"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 9, ""total_delays"": 1}","[{""student_id"": ""STU608"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU609"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Available""}]",S67928,2023-10-02T09:01:00Z,3 hours
G1235605,furniture,2023-10-02T09:15:00Z,201,gh3,3,"[{""staff_id"": ""S67929"", ""department"": ""furniture"", ""current_workload"": 5, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67930"", ""department"": ""furniture"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67931"", ""department"": ""furniture"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67932"", ""department"": ""furniture"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 10, ""total_delays"": 2}","[{""student_id"": ""STU610"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU611"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Available""}]",S67932,2023-10-02T09:16:00Z,4 hours
G1235606,furniture,2023-10-02T09:30:00Z,582,bh2,2,"[{""staff_id"": ""S67933"", ""department"": ""furniture"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67934"", ""department"": ""furniture"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67935"", ""department"": ""furniture"", ""current_workload"": 5, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}]","{""number_of_requests"": 13, ""total_delays"": 2}","[{""student_id"": ""STU612"", ""time_slot"": ""8:00-10:00"", ""availability_status"": ""Available""}]",S67934,2023-10-02T09:31:00Z,2 hours
G1235607,furniture,2023-10-02T09:45:00Z,217,bh2,1,"[{""staff_id"": ""S67936"", ""department"": ""furniture"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67937"", ""department"": ""furniture"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67938"", ""department"": ""furniture"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67939"", ""department"": ""furniture"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67940"", ""department"": ""furniture"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.9}]","{""number_of_requests"": 10, ""total_delays"": 2}","[{""student_id"": ""STU613"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU614"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Unavailable""}]",S67936,2023-10-02T09:46:00Z,4 hours
G1235608,cleaning,2023-10-02T10:00:00Z,395,bh1,1,"[{""staff_id"": ""S67941"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67942"", ""department"": ""cleaning"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S67943"", ""department"": ""cleaning"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.86}]","{""number_of_requests"": 12, ""total_delays"": 0}","[{""student_id"": ""STU615"", ""time_slot"": ""13:00-15:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU616"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Available""}]",S67942,2023-10-02T10:01:00Z,1 hours
G1235609,cleaning,2023-10-02T10:15:00Z,161,gh2,2,"[{""staff_id"": ""S67944"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S67945"", ""department"": ""cleaning"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67946"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67947"", ""department"": ""cleaning"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67948"", ""department"": ""cleaning"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 17, ""total_delays"": 2}","[{""student_id"": ""STU617"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Available""}]",S67948,2023-10-02T10:16:00Z,3 hours
G1235610,furniture,2023-10-02T10:30:00Z,396,bh2,5,"[{""staff_id"": ""S67949"", ""department"": ""furniture"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S67950"", ""department"": ""furniture"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67951"", ""department"": ""furniture"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}]","{""number_of_requests"": 13, ""total_delays"": 2}","[{""student_id"": ""STU618"", ""time_slot"": ""17:00-19:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU619"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU620"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Unavailable""}]",S67949,2023-10-02T10:31:00Z,3 hours
G1235611,plumbing,2023-10-02T10:45:00Z,435,bh4,3,"[{""staff_id"": ""S67952"", ""department"": ""plumber"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67953"", ""department"": ""plumber"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67954"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67955"", ""department"": ""plumber"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 13, ""total_delays"": 0}","[{""student_id"": ""STU621"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU622"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU623"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Available""}]",S67955,2023-10-02T10:46:00Z,2 hours
G1235612,electricity,2023-10-02T11:00:00Z,166,gh4,1,"[{""staff_id"": ""S67956"", ""department"": ""electricity"", ""current_workload"": 5, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.92}, {""staff_id"": ""S67957"", ""department"": ""electricity"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.92}, {""staff_id"": ""S67958"", ""department"": ""electricity"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67959"", ""department"": ""electricity"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 16, ""total_delays"": 2}","[{""student_id"": ""STU624"", ""time_slot"": ""13:00-15:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU625"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Unavailable""}]",S67959,2023-10-02T11:01:00Z,4 hours
G1235613,internet,2023-10-02T11:15:00Z,514,gh1,4,"[{""staff_id"": ""S67960"", ""department"": ""it"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67961"", ""department"": ""it"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67962"", ""department"": ""it"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}]","{""number_of_requests"": 12, ""total_delays"": 0}","[{""student_id"": ""STU626"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU627"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU628"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Available""}]",S67962,2023-10-02T11:16:00Z,4 hours
G1235614,furniture,2023-10-02T11:30:00Z,219,bh2,4,"[{""staff_id"": ""S67963"", ""department"": ""furniture"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67964"", ""department"": ""furniture"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67965"", ""department"": ""furniture"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.89}, {""staff_id"": ""S67966"", ""department"": ""furniture"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67967"", ""department"": ""furniture"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.89}]","{""number_of_requests"": 14, ""total_delays"": 2}","[{""student_id"": ""STU629"", ""time_slot"": ""8:00-10:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU630"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU631"", ""time_slot"": ""11:00-13:00"", ""availability_status"": ""Unavailable""}]",S67966,2023-10-02T11:31:00Z,1 hours
G1235615,furniture,2023-10-02T11:45:00Z,577,gh2,3,"[{""staff_id"": ""S67968"", ""department"": ""furniture"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67969"", ""department"": ""furniture"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S67970"", ""department"": ""furniture"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67971"", ""department"": ""furniture"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}]","{""number_of_requests"": 23, ""total_delays"": 2}","[{""student_id"": ""STU632"", ""time_slot"": ""11:00-13:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU633"", ""time_slot"": ""15:00-17:00"", ""availability_status"": ""Available""}]",S67970,2023-10-02T11:46:00Z,1 hours
G1235616,electricity,2023-10-02T12:00:00Z,268,gh1,1,"[{""staff_id"": ""S67972"", ""department"": ""electricity"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S67973"", ""department"": ""electricity"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67974"", ""department"": ""electricity"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 21, ""total_delays"": 3}","[{""student_id"": ""STU634"", ""time_slot"": ""17:00-19:00"", ""availability_status"": ""Unavailable""}]",S67973,2023-10-02T12:01:00Z,4 hours
G1235617,plumbing,2023-10-02T12:15:00Z,346,gh4,2,"[{""staff_id"": ""S67975"", ""department"": ""plumber"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.89}, {""staff_id"": ""S67976"", ""department"": ""plumber"", ""current_workload"": 4, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67977"", ""department"": ""plumber"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67978"", ""department"": ""plumber"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S67979"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 6, ""total_delays"": 1}","[{""student_id"": ""STU635"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU636"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Available""}]",S67979,2023-10-02T12:16:00Z,2 hours
G1235618,internet,2023-10-02T12:30:00Z,415,gh1,5,"[{""staff_id"": ""S67980"", ""department"": ""it"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67981"", ""department"": ""it"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67982"", ""department"": ""it"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67983"", ""department"": ""it"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.92}, {""staff_id"": ""S67984"", ""department"": ""it"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.87}]","{""number_of_requests"": 25, ""total_delays"": 0}","[{""student_id"": ""STU637"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU638"", ""time_slot"": ""14:00-16:00"", ""availability_status"": ""Unavailable""}]",S67983,2023-10-02T12:31:00Z,3 hours
G1235619,electricity,2023-10-02T12:45:00Z,516,bh2,3,"[{""staff_id"": ""S67985"", ""department"": ""electricity"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.86}, {""staff_id"": ""S67986"", ""department"": ""electricity"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67987"", ""department"": ""electricity"", ""current_workload"": 5, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}]","{""number_of_requests"": 10, ""total_delays"": 2}","[{""student_id"": ""STU639"", ""time_slot"": ""15:00-17:00"", ""availability_status"": ""Unavailable""}]",S67985,2023-10-02T12:46:00Z,3 hours
G1235620,plumbing,2023-10-02T13:00:00Z,557,bh4,3,"[{""staff_id"": ""S67988"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67989"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.95}, {""staff_id"": ""S67990"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.93}, {""staff_id"": ""S67991"", ""department"": ""plumber"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67992"", ""department"": ""plumber"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 19, ""total_delays"": 0}","[{""student_id"": ""STU640"", ""time_slot"": ""9:00-11:00"", ""availability_status"": ""Unavailable""}]",S67988,2023-10-02T13:01:00Z,2 hours
G1235621,cleaning,2023-10-02T13:15:00Z,587,gh4,4,"[{""staff_id"": ""S67993"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S67994"", ""department"": ""cleaning"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S67995"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.85}, {""staff_id"": ""S67996"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67997"", ""department"": ""cleaning"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.92}]","{""number_of_requests"": 17, ""total_delays"": 0}","[{""student_id"": ""STU641"", ""time_slot"": ""13:00-15:00"", ""availability_status"": ""Available""}]",S67997,2023-10-02T13:16:00Z,4 hours
G1235622,cleaning,2023-10-02T13:30:00Z,293,bh1,4,"[{""staff_id"": ""S67998"", ""department"": ""cleaning"", ""current_workload"": 0, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}, {""staff_id"": ""S67999"", ""department"": ""cleaning"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S68000"", ""department"": ""cleaning"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S68001"", ""department"": ""cleaning"", ""current_workload"": 2, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.94}]","{""number_of_requests"": 10, ""total_delays"": 1}","[{""student_id"": ""STU642"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU643"", ""time_slot"": ""15:00-17:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU644"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Unavailable""}]",S68001,2023-10-02T13:31:00Z,2 hours
G1235623,plumbing,2023-10-02T13:45:00Z,570,bh1,5,"[{""staff_id"": ""S68002"", ""department"": ""plumber"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.9}, {""staff_id"": ""S68003"", ""department"": ""plumber"", ""current_workload"": 4, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S68004"", ""department"": ""plumber"", ""current_workload"": 0, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.93}]","{""number_of_requests"": 15, ""total_delays"": 0}","[{""student_id"": ""STU645"", ""time_slot"": ""12:00-14:00"", ""availability_status"": ""Available""}, {""student_id"": ""STU646"", ""time_slot"": ""10:00-12:00"", ""availability_status"": ""Unavailable""}]",S68004,2023-10-02T13:46:00Z,1 hours
G1235624,internet,2023-10-02T14:00:00Z,168,bh2,1,"[{""staff_id"": ""S68005"", ""department"": ""it"", ""current_workload"": 3, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.91}, {""staff_id"": ""S68006"", ""department"": ""it"", ""current_workload"": 1, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.88}, {""staff_id"": ""S68007"", ""department"": ""it"", ""current_workload"": 2, ""availability_status"": ""Available"", ""past_resolution_rate"": 0.87}, {""staff_id"": ""S68008"", ""department"": ""it"", ""current_workload"": 3, ""availability_status"": ""Busy"", ""past_resolution_rate"": 0.91}]","{""number_of_requests"": 19, ""total_delays"": 1}","[{""student_id"": ""STU647"", ""time_slot"": ""9:00-11:00"", ""availability_status"": ""Unavailable""}, {""student_id"": ""STU648"", ""time_slot"": ""16:00-18:00"", ""availability_status"": ""Unavailable""}]",S68005,2023-10-02T14:01:00Z,3 hours
